Município;Cargo;Nome;Partido;Genero
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;RITINHA DE PEDRO MUTIR√ÉO;PSDB;FEMININO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;UILSON DE TET√â;REPUBLICANOS;MASCULINO
CUMARU;VEREADOR;JOAO ARRUDA;PP;MASCULINO
FLORES;VEREADOR;ONOFRE;MOBILIZA;MASCULINO
GL√ìRIA DO GOIT√Å;VEREADOR;MONALYSA AMORIM;PODE;FEMININO
GL√ìRIA DO GOIT√Å;VEREADOR;C√çCERO DE TAPERA;PSD;MASCULINO
SAIR√â;VEREADOR;MANOEL DOS FOGOS;REPUBLICANOS;MASCULINO
BELO JARDIM;VEREADOR;JACK TABOQUINHA;REPUBLICANOS;MASCULINO
BELO JARDIM;VEREADOR;NILTON SENHORINHO;PODE;MASCULINO
ITA√çBA;VEREADOR;JACY DO HOSPITAL;REPUBLICANOS;FEMININO
JUCATI;VEREADOR;LUCIANO DA FARM√ÅCIA;PDT;MASCULINO
JUCATI;VEREADOR;MAMEDES;PDT;MASCULINO
JUCATI;VEREADOR;PEDRO VILELA;PDT;MASCULINO
SERRITA;VEREADOR;CARLOS CRUZ;MDB;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;PROFESSOR MARCONI;PC do B;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;FRAILAN;PV;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;MAN√â BENTO;PC do B;MASCULINO
CACHOEIRINHA;VEREADOR;VITOR MOTO PE√áAS;PSB;MASCULINO
CARNAUBEIRA DA PENHA;VEREADOR;CRIST√ìV√ÉO DE SANTA;PSDB;MASCULINO
CARNAUBEIRA DA PENHA;VEREADOR;TIBURTINO LOPES;PT;MASCULINO
CATENDE;VEREADOR;MARC√çLIO DA SA√öDE;PSDB;MASCULINO
OROC√ì;VEREADOR;H√âLIO DE ZEFINHA;PSD;MASCULINO
PRIMAVERA;VEREADOR;IRM√ÉO BIBIU;PSB;MASCULINO
SALGADINHO;VEREADOR;RIVALDO;PSDB;MASCULINO
S√ÉO JO√ÉO;VEREADOR;MAIKON CORREIA;PP;MASCULINO
S√ÉO JO√ÉO;VEREADOR;MANOEL ZUMBA;REPUBLICANOS;MASCULINO
CARPINA;VEREADOR;DR WAGNER;PSOL;MASCULINO
CARPINA;VEREADOR;C√ÅSSIA DO MOINHO;MDB;FEMININO
OURICURI;VEREADOR;GALEGO DO COCO;REPUBLICANOS;MASCULINO
OURICURI;VEREADOR;NEG√ÉO DA BARRA ;REPUBLICANOS;MASCULINO
OURICURI;VEREADOR;ALEX BAR;MDB;MASCULINO
SANTA FILOMENA;VEREADOR;REISINHO;PT;MASCULINO
LAGOA DE ITAENGA;PREFEITO;DIMAS NATANAEL;REPUBLICANOS;MASCULINO
ITAPISSUMA;PREFEITO;J√öNIOR DE IRM√É TECA;PSD;MASCULINO
AMARAJI;VEREADOR;DEINHA DE DEMARCA√á√ÉO;AVANTE;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;LUAN DE VAVA DO BODE;REPUBLICANOS;MASCULINO
ILHA DE ITAMARAC√Å;VEREADOR;JESSE ANDRADE;REPUBLICANOS;MASCULINO
ALTINHO;VEREADOR;NANINHO;MDB;MASCULINO
CAMARAGIBE;VEREADOR;ANDR√â DA FARM√ÅCIA;PODE;MASCULINO
CAMUTANGA;VEREADOR;MAURECI DE L√äTA;PSDB;MASCULINO
FREI MIGUELINHO;VEREADOR;CAROL ASSUN√á√ÉO;PSB;FEMININO
LAGOA DO CARRO;VEREADOR;ALISON CASSEMIRO;PDT;MASCULINO
LAGOA DO CARRO;VEREADOR;BILA DAS COROAS;PSB;MASCULINO
MOREIL√ÇNDIA;VEREADOR;DANIEL SOARES;PSDB;MASCULINO
MOREIL√ÇNDIA;VEREADOR;GIGLIO SOARES;SOLIDARIEDADE;MASCULINO
OLINDA;VEREADOR;BIAI;AVANTE;MASCULINO
OLINDA;VEREADOR;SARMENTO;PL;MASCULINO
S√ÉO CAITANO;VEREADOR;CAETANINHO DA LOTA√á√ÉO;REPUBLICANOS;MASCULINO
S√ÉO CAITANO;VEREADOR;L√â LEAL;REPUBLICANOS;MASCULINO
DORMENTES;VEREADOR;DR. GABRIEL;PSB;MASCULINO
IBIRAJUBA;VEREADOR;SAMUEL DA ASSOCIA√á√ÉO;REPUBLICANOS;MASCULINO
IBIRAJUBA;VEREADOR;ADNILDO DA AMBUL√ÇNCIA;PSDB;MASCULINO
ITAQUITINGA;VEREADOR;IRAN;PSDB;MASCULINO
ITAMB√â;PREFEITO;ARMANDO PIMENTEL;PV;MASCULINO
ITAQUITINGA;PREFEITO;PATRICK MORAES;PSD;MASCULINO
AFR√ÇNIO;VEREADOR;JO√ÉOZINHO DE CIRINEU;MDB;MASCULINO
AFR√ÇNIO;VEREADOR;LIDIO DE IRENE;MDB;MASCULINO
CARNA√çBA;VEREADOR;NEUDO DA IT√É;UNI√ÉO;MASCULINO
CUPIRA;VEREADOR;DAVI AMORIM;UNI√ÉO;MASCULINO
CUPIRA;VEREADOR;ELAINE FILHA DE NAI DO FARELO;UNI√ÉO;FEMININO
GAMELEIRA;VEREADOR;DEISE DE BABAU;PSD;FEMININO
LIMOEIRO;VEREADOR;BETO DE WASHINGTON;PSDB;MASCULINO
PALMEIRINA;VEREADOR;LECINHO VIEIRA;PSD;MASCULINO
GRANITO;VEREADOR;FATIMA DO SINDICATO;PT;FEMININO
GRANITO;VEREADOR;ONOFRE NETO;PSD;MASCULINO
MACAPARANA;VEREADOR;VANGEL;PP;MASCULINO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;MARCONDES ENFERMEIRO;SOLIDARIEDADE;MASCULINO
ALIAN√áA;VEREADOR;VALMIR;PP;MASCULINO
ALIAN√áA;VEREADOR;ANDR√â EMPREITEIRO;AVANTE;MASCULINO
BREJINHO;VEREADOR;GALEGUINHO DO MILH√ÉO;REPUBLICANOS;MASCULINO
BREJINHO;VEREADOR;ZAN;REPUBLICANOS;FEMININO
IPOJUCA;VEREADOR;PROFESSOR LUIZ FL√ÅVIO;DC;MASCULINO
LAGOA GRANDE;VEREADOR;LINDACI AMORIM;PT;FEMININO
LAGOA GRANDE;VEREADOR;ADEMAR NONATO;MDB;MASCULINO
PANELAS;VEREADOR;ORLANDO DO ALFAIATE;REPUBLICANOS;MASCULINO
PANELAS;VEREADOR;ALEJANDRA DE DR. ALEJANDRO;PSB;FEMININO
√ÅGUA PRETA;VEREADOR;DUI O AMIGO DE SEMPRE;SOLIDARIEDADE;MASCULINO
BEZERROS;VEREADOR;NATHAN DE DEMIR;PSD;MASCULINO
BEZERROS;VEREADOR;JUNIOR DO BOI GORDO;PSD;MASCULINO
IGUARACY;VEREADOR;LEQUINHO;PSD;MASCULINO
JUREMA;VEREADOR;VERINHO;PT;MASCULINO
PALMARES;VEREADOR;AM√ìS;PSDB;MASCULINO
PALMARES;VEREADOR;ALEX FERREIRA;PP;MASCULINO
PALMARES;VEREADOR;GODOY DE BART√î;PP;MASCULINO
S√ÉO JOS√â DO EGITO;VEREADOR;PATR√çCIA DE BACANA;UNI√ÉO;FEMININO
TORITAMA;VEREADOR;VALMIR DA SA√öDE;PSDB;MASCULINO
TORITAMA;VEREADOR;DERIVALDO;PP;MASCULINO
TORITAMA;VEREADOR;CARLOS DA SA√öDE;PP;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;MIZAEL DE DAVI;PSB;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;GOLD DO PNEU;PSDB;MASCULINO
VIT√ìRIA DE SANTO ANT√ÉO;VEREADOR;LOURINALDO JUNIOR ;MDB;MASCULINO
CACHOEIRINHA;PREFEITO;ANDR√â RAIMUNDO;PSDB;MASCULINO
AGRESTINA;VEREADOR;JOAO LEITE;PSD;MASCULINO
ARARIPINA;VEREADOR;RODRIGO COBRINHA;PDT;MASCULINO
ARARIPINA;VEREADOR;LUCIANO CAPIT√ÉO;PDT;MASCULINO
ARARIPINA;VEREADOR;DIVONA;PP;MASCULINO
FEIRA NOVA;VEREADOR;RAFAEL C√ÇNDIDO;MDB;MASCULINO
FEIRA NOVA;VEREADOR;MARCELO COELHO;PODE;MASCULINO
LAGOA DE ITAENGA;VEREADOR;RODRIGO BARROS;UNI√ÉO;MASCULINO
LAGOA DE ITAENGA;VEREADOR;CL√âCIO DO MOINHO;PSB;MASCULINO
SALGUEIRO;VEREADOR;VERONALDO GON√áALVES;PSB;MASCULINO
SANTA MARIA DA BOA VISTA;VEREADOR;JERRY GOMES ;PDT;MASCULINO
SOLID√ÉO;VEREADOR;MARCONIO OLIVEIRA;PV;MASCULINO
TAQUARITINGA DO NORTE;VEREADOR;BAIANO DO POVO;REPUBLICANOS;MASCULINO
TAQUARITINGA DO NORTE;VEREADOR;AMAURI DE MINO;PSD;MASCULINO
ANGELIM;VEREADOR;EDUARDO DE QUITERINHA;PODE;MASCULINO
ANGELIM;VEREADOR;ROBINHO;REPUBLICANOS;MASCULINO
BONITO;VEREADOR;HENRIQUE DA GOLD;MDB;MASCULINO
CANHOTINHO;VEREADOR;BURREGA;REPUBLICANOS;MASCULINO
EXU;VEREADOR;FAGLUZE;PT;MASCULINO
GRAVAT√Å;VEREADOR;GIL DANTAS;PSDB;MASCULINO
GRAVAT√Å;VEREADOR;BEL DE NELSON BARBUDO;PSB;MASCULINO
GRAVAT√Å;VEREADOR;L√âO DO AR;PP;MASCULINO
GRAVAT√Å;VEREADOR;RAFAEL PREQU√â;SOLIDARIEDADE;MASCULINO
ITAMB√â;VEREADOR;TIAGO ROZENDO;MDB;MASCULINO
ITAPETIM;VEREADOR;ROMAO DE PIEDADE;PSB;MASCULINO
ITAPISSUMA;VEREADOR;PIRRO DE BOTAFOGO;REPUBLICANOS;MASCULINO
ITAPISSUMA;VEREADOR;FABIO BENTO;PSB;MASCULINO
PARANATAMA;VEREADOR;SINEVAL PORTO;PSB;MASCULINO
SURUBIM;VEREADOR;NETO DE V√âIA;PSB;MASCULINO
BOM CONSELHO;VEREADOR;GILMAR SOLDADO;PV;MASCULINO
IATI;VEREADOR;Z√â CICERO;PT;MASCULINO
IATI;VEREADOR;EVERALDO PEREIRA;PL;MASCULINO
IATI;VEREADOR;LULA TEIXEIRA;PRD;MASCULINO
NAZAR√â DA MATA;VEREADOR;JO√ÉO DE ANINHA;PODE;MASCULINO
NAZAR√â DA MATA;VEREADOR;DELEGADO THIAGO;PSDB;MASCULINO
RIO FORMOSO;VEREADOR;DEYVIDIANE ENFERMEIRA;PSD;FEMININO
RIO FORMOSO;VEREADOR;MORAL;PSDB;MASCULINO
RIO FORMOSO;VEREADOR;IRMAO EDSON DA SAUDE;PP;MASCULINO
TAMANDAR√â;VEREADOR;MANOEL PEDROSA;REDE;MASCULINO
VENTUROSA;VEREADOR;IVANILDO DA SAUDE;PL;MASCULINO
VENTUROSA;VEREADOR;MARQUINHOS DE Z√â ZACARIAS;PSD;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;EURICO MOURA;PL;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;VILMAR DA MUDAN√áA;AVANTE;MASCULINO
JABOAT√ÉO DOS GUARARAPES;VEREADOR;MARLUS COSTA;PP;MASCULINO
JATA√öBA;VEREADOR;CHICO DE IRINEU;PSDB;MASCULINO
JATA√öBA;VEREADOR;CIVAN;PSDB;MASCULINO
PAUDALHO;VEREADOR;J√öNIOR DONA;PSDB;MASCULINO
PAUDALHO;VEREADOR;TIAGO DE CH√É DE CONSELHO;PODE;MASCULINO
PAUDALHO;VEREADOR;MACLAUDIA CAVALCANTE;PODE;FEMININO
ARCOVERDE;PREFEITO;ZECA CAVALCANTI;PODE;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;PREFEITO;CALBY CARVALHO;REPUBLICANOS;MASCULINO
CAL√áADO;VEREADOR;ROBERVAL GOMES;AVANTE;MASCULINO
CABROB√ì;VEREADOR;MATSON SARAIVA;AVANTE;MASCULINO
CABROB√ì;VEREADOR;EDEZIO FILHO;AVANTE;MASCULINO
CABROB√ì;VEREADOR;KARLA AMANDO;DC;FEMININO
CABROB√ì;VEREADOR;GL√äNIO RODRIGUES;PSB;MASCULINO
QUIPAP√Å;VEREADOR;RONALDO FEN√îMENO;PSB;MASCULINO
SALO√Å;VEREADOR;Z√â CABELEIREIRO;REPUBLICANOS;MASCULINO
MORENO;VEREADOR;MOZART BRUNO;PSD;MASCULINO
PAULISTA;VEREADOR;VANVAN;PSB;MASCULINO
SERRA TALHADA;VEREADOR;MANOEL ENFERMEIRO;PT;MASCULINO
INAJ√Å;VEREADOR;SAMUEL DA BAIXA DA ALEXANDRA;AVANTE;MASCULINO
INAJ√Å;VEREADOR;LAURA VAQUEIRA;PSB;FEMININO
LAJEDO;VEREADOR;J√öNIOR RURAL;AVANTE;MASCULINO
LAJEDO;VEREADOR;JUNINHO DA BANCA;AVANTE;MASCULINO
PETROLINA;VEREADOR;GILBERTO MELO;UNI√ÉO;MASCULINO
PETROLINA;VEREADOR;DIOGO HOFFMANN;UNI√ÉO;MASCULINO
PETROLINA;VEREADOR;ROSARINHA COELHO;UNI√ÉO;FEMININO
PETROLINA;VEREADOR;DHIEGO SERRA;PL;MASCULINO
PETROLINA;VEREADOR;GATURIANO CIGANO;PV;MASCULINO
PETROLINA;VEREADOR;JOSIVALDO BARROS;REPUBLICANOS;MASCULINO
S√ÉO BENTO DO UNA;PREFEITO;ALEXANDRE BATIT√â;MDB;MASCULINO
BUENOS AIRES;VEREADOR;CLEIDE ENFERMEIRA;PP;FEMININO
BUENOS AIRES;VEREADOR;J√î DE CHICO TITIU;PSD;FEMININO
ARCOVERDE;VEREADOR;RODRIGO ROA;PODE;MASCULINO
TRINDADE;VEREADOR;ALLAN GALDINO;UNI√ÉO;MASCULINO
TRINDADE;VEREADOR;HAVANA;UNI√ÉO;FEMININO
TRINDADE;VEREADOR;EMILIO DE JOAO LEOCADIO;PSD;MASCULINO
TRINDADE;VEREADOR;ENAUDY ALUIZIO;PSD;MASCULINO
ABREU E LIMA;VEREADOR;PROFESSOR CARLOS EDUARDO;SOLIDARIEDADE;MASCULINO
QUIXABA;VEREADOR;LAU;AVANTE;MASCULINO
SANTA CRUZ DO CAPIBARIBE;VEREADOR;CRIST√ìV√ÉO BOMBA;PSD;MASCULINO
TIMBA√öBA;VEREADOR;BALAZINHA;PP;FEMININO
TIMBA√öBA;VEREADOR;PASTOR RONALDO;PP;MASCULINO
TIMBA√öBA;VEREADOR;JANE FELINTO;REPUBLICANOS;FEMININO
TIMBA√öBA;VEREADOR;JOSINALDO JUNIOR;PODE;MASCULINO
TIMBA√öBA;VEREADOR;TARCISIO BATISTA;PSB;MASCULINO
TRIUNFO;VEREADOR;BEA;PODE;MASCULINO
VIC√äNCIA;VEREADOR;PROFESSOR PITA;PSB;MASCULINO
VIC√äNCIA;VEREADOR;JOSENILDO AMORIM;PSB;MASCULINO
BUENOS AIRES;PREFEITO;HENRIQUE QUEIROZ;PP;MASCULINO
CH√É GRANDE;PREFEITO;SANDRO ADVOGADO;AVANTE;MASCULINO
CALUMBI;VEREADOR;NEN DE SOFIA;AVANTE;MASCULINO
CASINHAS;VEREADOR;EVALDO DO CATOL√â;PSDB;MASCULINO
PARNAMIRIM;VEREADOR;PROFESSOR SO√âLIO;SOLIDARIEDADE;MASCULINO
PARNAMIRIM;VEREADOR;SUBIRA;MDB;MASCULINO
PETROL√ÇNDIA;VEREADOR;FABR√çCIO CAVALCANTE;REPUBLICANOS;MASCULINO
SANHAR√ì;VEREADOR;IRAN BATISTA;PT;MASCULINO
S√ÉO JOS√â DO BELMONTE;PREFEITO;VINICIUS MARQUES;PSB;MASCULINO
CAET√âS;VEREADOR;LENA;PP;FEMININO
CAET√âS;VEREADOR;GALEGUINHO;REPUBLICANOS;MASCULINO
JUPI;VEREADOR;NAL DE ROQUE;REPUBLICANOS;MASCULINO
JUPI;VEREADOR;ANTONIO DA COLONIA;MDB;MASCULINO
CABO DE SANTO AGOSTINHO;VEREADOR;KAROL DE BINHO DE ROQUE;REPUBLICANOS;FEMININO
CABO DE SANTO AGOSTINHO;VEREADOR;EZEQUIEL;SOLIDARIEDADE;MASCULINO
CEDRO;VEREADOR;L√çVIA DE Z√â DE BENGA;AVANTE;FEMININO
RIACHO DAS ALMAS;VEREADOR;PIPI MARCHANTE;PT;MASCULINO
TABIRA;VEREADOR;ADELMO DAS ANTENAS;PSDB;MASCULINO
TABIRA;VEREADOR;MARIA HELENA DA SA√öDE;PP;FEMININO
IBIMIRIM;VEREADOR;LUAN ALMEIDA;UNI√ÉO;MASCULINO
JATOB√Å;VEREADOR;NILSON DO GALO;PODE;MASCULINO
JATOB√Å;VEREADOR;DANILO DANTAS;PSB;MASCULINO
JATOB√Å;VEREADOR;EDER RODRIGO;PSB;MASCULINO
JOAQUIM NABUCO;VEREADOR;NAY DE ELIAS;PSB;FEMININO
JOAQUIM NABUCO;VEREADOR;C√çCERO MAGRO;PP;MASCULINO
SANTA CRUZ;VEREADOR;BRUNO AMARO;AVANTE;MASCULINO
SANTA CRUZ;VEREADOR;SOCORRINHA DA SA√öDE;AVANTE;FEMININO
S√ÉO LOUREN√áO DA MATA;VEREADOR;CAMILA ALBANEZ;AVANTE;FEMININO
S√ÉO LOUREN√áO DA MATA;VEREADOR;PEDRO BATERA;SOLIDARIEDADE;MASCULINO
JUREMA;PREFEITO;BRANCO DE GERALDO;PT;MASCULINO
TRIUNFO;PREFEITO;LUCIANO BONFIM;PSDB;MASCULINO
BARRA DE GUABIRABA;VEREADOR;GENIVALDO VAV√Å DA AMBUL√ÇNCIA;MDB;MASCULINO
ALTINHO;PREFEITO;MARIVALDO PENA;PSB;MASCULINO
CARUARU;VEREADOR;RENATO LYRA;PP;MASCULINO
CARUARU;VEREADOR;TAFAREL;PDT;MASCULINO
CORRENTES;VEREADOR;CLAYTON DE BRIGUINHA;PSDB;MASCULINO
CORRENTES;VEREADOR;GERALDINHO;PSDB;MASCULINO
CORRENTES;VEREADOR;PROFESSORA LECIA CHAVES;PSDB;FEMININO
OROB√ì;VEREADOR;ANDREA DE MATINADAS;PSDB;FEMININO
OROB√ì;VEREADOR;ISABELLE BRITO;PODE;FEMININO
SIRINHA√âM;VEREADOR;BRUNO LIMA;PP;MASCULINO
SIRINHA√âM;VEREADOR;CABELINHO;MDB;MASCULINO
ESCADA;VEREADOR;PAULINHO;AVANTE;MASCULINO
ESCADA;VEREADOR;HENRIQUE MEKETREFE;PRD;MASCULINO
ESCADA;VEREADOR;JOSIAS;PL;MASCULINO
ESCADA;VEREADOR;ELIAS RIBEIRO;PSB;MASCULINO
ESCADA;VEREADOR;TARLINA DE DR EDMILSON;PSDB;FEMININO
MIRANDIBA;VEREADOR;NELINHO;REPUBLICANOS;MASCULINO
VERTENTES;VEREADOR;PAULO DE L√ö;PSDB;MASCULINO
BARREIROS;VEREADOR;LUCAS LAFAIETE;PL;MASCULINO
BU√çQUE;VEREADOR;VAL DE DORE;PSDB;MASCULINO
MACHADOS;VEREADOR;TETE ANASTASIO;PV;MASCULINO
MACHADOS;VEREADOR;ELIS CUNHA;PSB;FEMININO
MACHADOS;VEREADOR;SANTOS POLICIAL;PSB;MASCULINO
MARAIAL;VEREADOR;DOUTORA DAYSE;PT;FEMININO
FLORESTA;VEREADOR;TULIO LARANJEIRA;MDB;MASCULINO
FLORESTA;VEREADOR;TALLES CRUZ;PSDB;MASCULINO
PO√á√ÉO;VEREADOR;CIGANO DE Z√â DE RIVA;MDB;MASCULINO
CORT√äS;VEREADOR;PROFESSOR JAFE;REPUBLICANOS;MASCULINO
CORT√äS;VEREADOR;LETICIA BORBA;REPUBLICANOS;FEMININO
FLORESTA;VEREADOR;CHICHICO FERRAZ;PODE;MASCULINO
RECIFE;VEREADOR;KARI SANTOS;PT;FEMININO
RECIFE;VEREADOR;J√î CAVALCANTI;PSOL;FEMININO
JO√ÉO ALFREDO;VEREADOR;DAVID SANTOS;PSB;MASCULINO
TUPARETAMA;VEREADOR;PRISCILLA FIL√ì;AVANTE;FEMININO
RECIFE;VEREADOR;PAULO MUNIZ;PL;MASCULINO
RECIFE;VEREADOR;ALEF COLLINS;PP;MASCULINO
RECIFE;VEREADOR;LUIZ EUSTAQUIO;PSB;MASCULINO
BELO JARDIM;PREFEITO;GILVANDRO ESTRELA;UNI√ÉO;MASCULINO
CAMOCIM DE S√ÉO F√âLIX;VEREADOR;NOVINHO;PSD;MASCULINO
CONDADO;VEREADOR;PROFESSORA F√ÅTIMA;PP;FEMININO
CUMARU;VEREADOR;ALMIR DEINHA;PSD;MASCULINO
CUMARU;VEREADOR;ANTONIO AMERICO;PSB;MASCULINO
FLORES;VEREADOR;NANDO DO SACO;PODE;MASCULINO
PEDRA;VEREADOR;WILSON DO PO√áO DO BOI;PT;MASCULINO
√ÅGUAS BELAS;VEREADOR;MELKE MALTA;PT;MASCULINO
BELO JARDIM;VEREADOR;DANIEL LOPES;UNI√ÉO;MASCULINO
BELO JARDIM;VEREADOR;CRISTIANO CABELUDO;UNI√ÉO;MASCULINO
BELO JARDIM;VEREADOR;D√â DA COHAB I;REDE;MASCULINO
BELO JARDIM;VEREADOR;EDSON SILVA;PL;MASCULINO
BELO JARDIM;VEREADOR;Z√â GURI JR;PSDB;MASCULINO
ITA√çBA;VEREADOR;ESSIO TENORIO;REPUBLICANOS;MASCULINO
JUCATI;VEREADOR;BRANCO;PSB;MASCULINO
JUCATI;VEREADOR;ZEQUINHA L√öCIO;PSB;MASCULINO
SERRITA;VEREADOR;DODA SAMPAIO;PSD;MASCULINO
BOM JARDIM;VEREADOR;MARIANO LOCA√á√ÉO;UNI√ÉO;MASCULINO
BREJO DA MADRE DE DEUS;VEREADOR;DR. FELYPE MARTINS;PP;MASCULINO
CACHOEIRINHA;VEREADOR;FARINHEIRO;UNI√ÉO;MASCULINO
OROC√ì;VEREADOR;PATR√çCIO DO PROJETO;PSD;MASCULINO
OROC√ì;VEREADOR;LUCAS LEAL NETO DE Z√â PRE√Å;PT;MASCULINO
PRIMAVERA;VEREADOR;FELIPE DE LADO;REPUBLICANOS;MASCULINO
SALGADINHO;VEREADOR;LUIZ DE LIRA;PSDB;MASCULINO
S√ÉO JO√ÉO;VEREADOR;PIERRE SANTIAGO;PSB;MASCULINO
ALAGOINHA;VEREADOR;MANU IZIDORO;PSDB;FEMININO
BEL√âM DE MARIA;VEREADOR;FATIMA DA SAUDE;PSDB;FEMININO
TUPANATINGA;VEREADOR;ARTUR FL√îR J√öNIOR;PSD;MASCULINO
TUPANATINGA;VEREADOR;COSTA;PSD;MASCULINO
TUPANATINGA;VEREADOR;JO√ÉO NETO DO OLHO D√ÅGUA;PT;MASCULINO
CARPINA;VEREADOR;GEO DE DED√â LANCHE;PRD;MASCULINO
S√ÉO BENTO DO UNA;VEREADOR;AVANILDO CAVALCANTE;PSDB;MASCULINO
BREJINHO;PREFEITO;GILSON BENTO;REPUBLICANOS;MASCULINO
AMARAJI;VEREADOR;RICARDO DE PIMP√ÉO;PP;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;HENRIQUE MARCULA ;MDB;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;JEFINHO VALDIVINO;REPUBLICANOS;MASCULINO
BEL√âM DO S√ÉO FRANCISCO;VEREADOR;MARCELA MAGALHAES;PT;FEMININO
ILHA DE ITAMARAC√Å;VEREADOR;FERRUGEM;PODE;MASCULINO
ILHA DE ITAMARAC√Å;VEREADOR;CLAUDETE;PSDB;FEMININO
RIBEIR√ÉO;VEREADOR;IRM√ÉO BIU DA VAN;PODE;MASCULINO
TACARATU;VEREADOR;CELO DO BREJO;MDB;MASCULINO
TACARATU;VEREADOR;TENO MADEIRA;REDE;MASCULINO
TACARATU;VEREADOR;RIELSON CORREA;REPUBLICANOS;MASCULINO
ALTINHO;VEREADOR;INALDO DO LETREIRO;PT;MASCULINO
CAMARAGIBE;VEREADOR;JULIO SOARES;PC do B;MASCULINO
CAMARAGIBE;VEREADOR;ACR√âCIA DA SA√öDE;AVANTE;FEMININO
CAMARAGIBE;VEREADOR;RICARDO PEDROSA;REPUBLICANOS;MASCULINO
CAMARAGIBE;VEREADOR;TONINHO;REPUBLICANOS;MASCULINO
CAMARAGIBE;VEREADOR;GERALDO ALVES;MDB;MASCULINO
FREI MIGUELINHO;VEREADOR;RUDRIGO LOUREN√áO;PODE;MASCULINO
LAGOA DO CARRO;VEREADOR;WILSON DE S√ÉO FRANCISCO;REPUBLICANOS;MASCULINO
MOREIL√ÇNDIA;VEREADOR;VITOR QUEIROZ;REPUBLICANOS;MASCULINO
OLINDA;VEREADOR;EUG√äNIA LIMA;PT;FEMININO
OLINDA;VEREADOR;M√ÅRCIO BARBOSA;AVANTE;MASCULINO
POMBOS;VEREADOR;NANDINHO DE ZEZO;MDB;MASCULINO
POMBOS;VEREADOR;ALFREDO DE BIU BATISTA;REPUBLICANOS;MASCULINO
POMBOS;VEREADOR;ELIANE DA PAMONHA;PP;FEMININO
S√ÉO CAITANO;VEREADOR;JOAO CHAVES;PT;MASCULINO
DORMENTES;VEREADOR;NANDINHO COELHO;PSB;MASCULINO
IBIRAJUBA;VEREADOR;EUS√âBIO DO ALTO;PSB;MASCULINO
ITAQUITINGA;VEREADOR;ADERITO GUARDA;PRD;MASCULINO
ITAQUITINGA;VEREADOR;LU DE SAPE;PRD;FEMININO
ITAQUITINGA;VEREADOR;ANDRE DA KOMBI;PSD;MASCULINO
JO√ÉO ALFREDO;PREFEITO;Z√â MARTINS;PSB;MASCULINO
AMARAJI;PREFEITO;ARA√öJO;AVANTE;MASCULINO
CAMUTANGA;PREFEITO;TALITA DE DODA;PV;FEMININO
PALMEIRINA;PREFEITO;DELEGADA THATIANNE;PP;FEMININO
IBIMIRIM;PREFEITO;WELLITON SIQUEIRA;PSDB;MASCULINO
OURICURI;PREFEITO;VICTOR COELHO;REPUBLICANOS;MASCULINO
AFR√ÇNIO;VEREADOR;CH DE CARLINHOS;MDB;MASCULINO
AFR√ÇNIO;VEREADOR;VAV√Å;MDB;MASCULINO
CARNA√çBA;VEREADOR;Z√â IVAN DE IBITIRANGA;PSB;MASCULINO
CARNA√çBA;VEREADOR;JUNIOR DE MOCINHA;PSB;MASCULINO
CH√É GRANDE;VEREADOR;SEVERINO DO OVO;PL;MASCULINO
CH√É GRANDE;VEREADOR;FLAVIO DO OVO;PSB;MASCULINO
CUPIRA;VEREADOR;ELISSANDRA ENFERMEIRA;PP;FEMININO
GAMELEIRA;VEREADOR;ELIAQUIN DA SA√öDE;PSDB;MASCULINO
LIMOEIRO;VEREADOR;JACIEL DO PARQUE;PSDB;MASCULINO
LIMOEIRO;VEREADOR;ROBERTINHO GALVAO;PODE;MASCULINO
LIMOEIRO;VEREADOR;JUAREZ DE CONVALES;PODE;MASCULINO
SANTA TEREZINHA;VEREADOR;DEJACI CABELINHO;PODE;MASCULINO
BREJ√ÉO;VEREADOR;IVONALDO DA ENERGIA;PP;MASCULINO
BREJ√ÉO;VEREADOR;WILSON FERREIRA;PSB;MASCULINO
CUST√ìDIA;VEREADOR;ALYSSON DE YOLANDA;PSD;MASCULINO
CUST√ìDIA;VEREADOR;VALDIM DO PO√áO DO CAPIM;PSD;MASCULINO
GRANITO;VEREADOR;ROZALI OLIVEIRA;PSD;FEMININO
MACAPARANA;VEREADOR;SOCORRO DE PAQUINHA;PP;FEMININO
S√ÉO JOS√â DA COROA GRANDE;VEREADOR;VANDERSON MELO;SOLIDARIEDADE;MASCULINO
